country,points,price,province,title,variety,winery
US,93,28,California,Morgan 2014 Highland Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan
US,87,28,Washington,Noviello 2014 French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Noviello
US,89,28,Washington,Sleight of Hand 2015 The Enchantress French Creek Vineyard Old Vine Chardonnay (Yakima Valley),Chardonnay,Sleight of Hand
US,89,28,California,Soquel Vineyards 2015 Partners' Reserve Nelson Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Soquel Vineyards
US,87,28,California,Kendall-Jackson 2015 Jackson Estate Chardonnay (Santa Maria Valley),Chardonnay,Kendall-Jackson
US,89,28,California,Kokomo 2014 Peters Vineyard Chardonnay (Russian River Valley),Chardonnay,Kokomo
US,88,28,California,Summerland 2013 Vintner's Select Chardonnay (Santa Maria Valley),Chardonnay,Summerland
US,89,28,California,Wente 2015 Eric's Small Lot Unoaked Estate Chardonnay (Livermore Valley),Chardonnay,Wente
US,90,28,California,Silverado 2013 Estate Grown Chardonnay (Carneros),Chardonnay,Silverado
US,89,28,Washington,Periple 2011 French Creek Vineyard Chardonnay (Washington),Chardonnay,Periple
US,91,28,California,Morgan 2013 Highland Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan
US,90,28,Washington,àMaurice 2010 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,àMaurice
US,92,28,Oregon,Alloro 2011 Estate Chardonnay (Chehalem Mountains),Chardonnay,Alloro
US,87,28,California,Silverado 2012 Estate Grown Chardonnay (Carneros),Chardonnay,Silverado
US,88,28,California,Baileyana 2013 Firepeak Chardonnay (Edna Valley),Chardonnay,Baileyana
US,88,28,Oregon,Stoller 2010 Reserve Chardonnay (Dundee Hills),Chardonnay,Stoller
US,91,28,California,Alma Rosa 2014 El Jabali Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Alma Rosa
US,90,28,Washington,Sleight of Hand 2012 The Enchantress Old Vine Chardonnay (Yakima Valley),Chardonnay,Sleight of Hand
US,93,28,California,Mignanelli 2014 Nelson Family Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Mignanelli
US,91,28,California,Zaca Mesa 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Zaca Mesa
US,87,28,California,Peju 2013 Persephone Vineyard Chardonnay (Napa Valley),Chardonnay,Peju
US,90,28,Oregon,Iris Vineyards 2014 Chalice Estate Chardonnay (Oregon),Chardonnay,Iris Vineyards
US,90,28,California,Kokomo 2013 Peters Vineyard Chardonnay (Russian River Valley),Chardonnay,Kokomo
US,86,28,Washington,Noviello 2015 French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Noviello
US,92,28,Oregon,Durant 2014 Lark Chardonnay (Dundee Hills),Chardonnay,Durant
US,89,28,California,Occasio 2010 Del Arroyo Vineyard Chardonnay (Livermore Valley),Chardonnay,Occasio
US,88,28,California,Last Light 2014 Spanish Springs Vineyard Chardonnay (San Luis Obispo County),Chardonnay,Last Light
US,87,28,California,Talbott 2014 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,89,28,Washington,Sleight of Hand 2014 The Enchantress Old Vine Chardonnay (Yakima Valley),Chardonnay,Sleight of Hand
US,90,28,California,Chamisal Vineyards 2013 Estate Grown Chardonnay (Edna Valley),Chardonnay,Chamisal Vineyards
US,92,28,California,Baileyana 2015 Firepeak Chardonnay (Edna Valley),Chardonnay,Baileyana
US,88,28,California,Peju 2014 Persephone Vineyard Chardonnay (Napa Valley),Chardonnay,Peju
US,92,28,California,Wood Family Vineyards 2015 Para Mas Amigas Chardonnay (Livermore Valley),Chardonnay,Wood Family Vineyards
US,89,28,Oregon,Territorial 2014 Equinox Vineyard Chardonnay (Willamette Valley),Chardonnay,Territorial
US,88,28,Washington,Gordon Estate 2015 Reserve Estate Grown Chardonnay (Columbia Valley (WA)),Chardonnay,Gordon Estate
US,90,28,Washington,Gordon Estate 2013 Reserve Estate Grown Chardonnay (Columbia Valley (WA)),Chardonnay,Gordon Estate
US,89,28,California,Sextant 2013 Reserve Chardonnay (Santa Lucia Highlands),Chardonnay,Sextant
US,92,28,California,City Winery of New York 2014 Scopus Vineyard Reserve Chardonnay (Sonoma County),Chardonnay,City Winery of New York
US,90,28,Oregon,Lundeen 2012 Dennison Vineyard Chardonnay (Willamette Valley),Chardonnay,Lundeen
US,92,28,Oregon,Bethel Heights 2014 Estate Chardonnay (Eola-Amity Hills),Chardonnay,Bethel Heights
US,91,28,California,Alma Rosa 2014 El Jabali Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Alma Rosa
US,88,28,Oregon,Cathedral Ridge 2014 McDuffee Vineyard Chardonnay (Columbia Valley (OR)),Chardonnay,Cathedral Ridge
US,90,28,Washington,Sleight of Hand 2013 The Enchantress Chardonnay French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Sleight of Hand
US,92,28,California,City Winery of New York 2014 Scopus Vineyard Reserve Chardonnay (Sonoma County),Chardonnay,City Winery of New York
US,89,28,Oregon,Argyle 1999 Nuthouse Chardonnay (Willamette Valley),Chardonnay,Argyle
US,89,28,California,Ser 2013 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,Ser
US,90,28,Washington,Sleight of Hand 2013 The Enchantress Chardonnay French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Sleight of Hand
US,88,28,Oregon,Cathedral Ridge 2014 McDuffee Vineyard Chardonnay (Columbia Valley (OR)),Chardonnay,Cathedral Ridge
US,89,28,Oregon,Apolloni 2015 L Cuvée Chardonnay (Willamette Valley),Chardonnay,Apolloni
US,86,28,California,Page Mill Winery 2013 Vitner's Select Chardonnay (Livermore Valley),Chardonnay,Page Mill Winery
US,88,28,California,Summerland 2014 Vintners Select Chardonnay (Santa Maria Valley),Chardonnay,Summerland
US,82,28,California,Haywood 2013 Los Chamizal Chardonnay (Sonoma Valley),Chardonnay,Haywood
US,84,28,California,Manzanita Creek 2014 Fantozzi Vineyard Chardonnay (Los Carneros),Chardonnay,Manzanita Creek
US,91,28,California,Kendall-Jackson 2014 Jackson Estate Chardonnay (Santa Maria Valley),Chardonnay,Kendall-Jackson
US,92,28,California,Sextant 2012 Reserve Chardonnay (Santa Lucia Highlands),Chardonnay,Sextant
US,88,28,California,Last Light 2014 Spanish Springs Vineyard Chardonnay (San Luis Obispo County),Chardonnay,Last Light
US,92,28,Washington,Foundry Vineyards 2011 Oak Chardonnay (Columbia Gorge (WA)),Chardonnay,Foundry Vineyards
US,88,28,California,J Vineyards & Winery 2013 Estate Grown Chardonnay (Russian River Valley),Chardonnay,J Vineyards & Winery
US,88,28,California,Talbott 2015 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,92,28,California,Balletto 2015 Estate Grown Estate Bottled Chardonnay (Russian River Valley),Chardonnay,Balletto
US,90,28,California,Silverado 2013 Estate Grown Chardonnay (Carneros),Chardonnay,Silverado
US,88,28,California,Talbott 2015 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,93,28,California,Baileyana 2014 Firepeak Chardonnay (Edna Valley),Chardonnay,Baileyana
US,88,28,California,Rutherford Hill 2013 Limited Release Chardonnay (Carneros-Napa Valley),Chardonnay,Rutherford Hill
US,93,28,Oregon,Alloro 2012 Estate Chardonnay (Chehalem Mountains),Chardonnay,Alloro
US,84,28,Oregon,Seven of Hearts 2010 Mahonia Vineyard Chardonnay (Willamette Valley),Chardonnay,Seven of Hearts
US,90,28,Washington,Owen Roe 2006 DuBrul Vineyard Chardonnay (Yakima Valley),Chardonnay,Owen Roe
US,91,28,Oregon,Stoller 2009 SV Estate Chardonnay (Dundee Hills),Chardonnay,Stoller
US,91,28,Oregon,WillaKenzie Estate 2011 Clos Marco Chardonnay (Willamette Valley),Chardonnay,WillaKenzie Estate
US,89,28,California,Balletto 2014 Estate Grown Chardonnay (Russian River Valley),Chardonnay,Balletto
US,93,28,Oregon,Durant 2014 Raven Chardonnay (Dundee Hills),Chardonnay,Durant
US,93,28,California,Mignanelli 2014 Nelson Family Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Mignanelli
US,88,28,Oregon,Stoller 2008 SV Estate Chardonnay (Dundee Hills),Chardonnay,Stoller
US,88,28,Washington,Gordon Estate 2014 Estate Grown Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Gordon Estate
US,92,28,California,Kendall-Jackson 2013 Jackson Estate Chardonnay (Santa Maria Valley),Chardonnay,Kendall-Jackson
US,87,28,California,Morgan 2012 Highland Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan
US,90,27,California,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,Iron Hub
US,88,27,Oregon,The Eyrie Vineyards 2011 Estate Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards
US,85,27,Oregon,Carabella 2011 Dijon 76 Estate Chardonnay (Chehalem Mountains),Chardonnay,Carabella
US,90,27,California,Iron Horse 2014 Unoaked Chardonnay (Green Valley),Chardonnay,Iron Horse
US,88,27,Oregon,Carabella 2008 Dijon Clone 76 Chardonnay (Chehalem Mountains),Chardonnay,Carabella
US,85,27,California,Truett Hurst 2012 Swallowtail Chardonnay (Russian River Valley),Chardonnay,Truett Hurst
US,90,27,California,Talley 2013 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,86,27,California,Firestone 2013 Reserve Chardonnay (Santa Ynez Valley),Chardonnay,Firestone
US,90,27,California,Sonoma-Loeb 2014 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Sonoma-Loeb
US,92,27,California,Y Rousseau 2015 Constance Haynes Vineyard Chardonnay (Coombsville),Chardonnay,Y Rousseau
US,90,27,California,Gundlach Bundschu 2012 Estate Vineyard Chardonnay (Sonoma Coast),Chardonnay,Gundlach Bundschu
US,85,27,California,Edna Valley Vineyard 2014 Fleur de Edna Winemaker Series Chardonnay (Edna Valley),Chardonnay,Edna Valley Vineyard
US,86,27,California,EOS 2015 Reserve Chardonnay (Santa Ynez Valley),Chardonnay,EOS
US,90,27,California,Iron Horse 2014 Unoaked Chardonnay (Green Valley),Chardonnay,Iron Horse
US,92,27,California,Talley 2014 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,90,27,Washington,Maryhill 2013 Proprietor's Reserve Tudor Hills Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Maryhill
US,88,27,California,Iron Horse 2012 Unoaked Chardonnay (Green Valley),Chardonnay,Iron Horse
US,92,27,California,Talley 2012 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,92,27,Oregon,The Eyrie Vineyards 2013 Estate Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards
US,90,27,Oregon,Carabella 2009 Dijon 76 Estate Chardonnay (Chehalem Mountains),Chardonnay,Carabella
US,93,27,California,Gundlach Bundschu 2014 Estate Vineyard Chardonnay (Sonoma Coast),Chardonnay,Gundlach Bundschu
US,96,27,Oregon,The Eyrie Vineyards 2014 Estate Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards
US,93,27,Oregon,The Eyrie Vineyards 2012 Estate Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards
US,86,27,California,Edna Valley Vineyard 2012 Fleur de Edna Chardonnay (Edna Valley),Chardonnay,Edna Valley Vineyard
US,90,27,California,Sonoma-Loeb 2015 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Sonoma-Loeb
US,92,27,California,Gundlach Bundschu 2013 Estate Chardonnay (Sonoma Coast),Chardonnay,Gundlach Bundschu
US,92,27,California,Concannon 2013 Reserve Chardonnay (Livermore Valley),Chardonnay,Concannon
US,90,27,California,Materra Cunat Family Vineyards 2015 Estate Grown Chardonnay (Oak Knoll District),Chardonnay,Materra Cunat Family Vineyards
US,90,27,California,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,Iron Hub
US,91,27,California,Edna Valley Vineyard 2013 Winemakers Series Heritage Chardonnay (Edna Valley),Chardonnay,Edna Valley Vineyard
US,91,26,Washington,Savage Grace 2013 Celilo Vineyard Chardonnay (Columbia Gorge (WA)),Chardonnay,Savage Grace
US,93,26,California,Stolo 2014 Estate Chardonnay (San Luis Obispo County),Chardonnay,Stolo
US,88,26,California,Killian 2014 Adam and Eve Vineyard Chardonnay (Russian River Valley),Chardonnay,Killian
US,92,26,California,Dunning Vineyards 2013 Estate Wines Westside Chardonnay (Paso Robles),Chardonnay,Dunning Vineyards
US,88,26,Washington,French Creek 2011 Wente Clone Old Vine Chardonnay (Yakima Valley),Chardonnay,French Creek
US,90,26,California,Oso Libre 2011 Vino d'Oro Chardonnay (Paso Robles),Chardonnay,Oso Libre
US,89,26,Washington,Chateau Ste. Michelle 2008 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,91,26,California,Riverbench 2013 Estate Chardonnay (Santa Maria Valley),Chardonnay,Riverbench
US,84,26,California,Simi 2012 Reserve Chardonnay (Russian River Valley),Chardonnay,Simi
US,84,26,California,Kenwood 2016 Six Ridges Chardonnay (Russian River Valley),Chardonnay,Kenwood
US,87,26,Washington,Coeur d'Alene 2013 Reflection Chardonnay (Washington),Chardonnay,Coeur d'Alene
US,87,26,California,Sanglier Cellars 2014 River Tusque Chardonnay (Sonoma County),Chardonnay,Sanglier Cellars
US,92,26,California,Riverbench 2012 Estate Chardonnay (Santa Maria Valley),Chardonnay,Riverbench
US,90,26,California,Geyser Peak 2015 Water Bend Chardonnay (Sonoma County),Chardonnay,Geyser Peak
US,90,26,California,Geyser Peak 2013 Water Bend Chardonnay (Sonoma County),Chardonnay,Geyser Peak
US,90,26,Washington,Columbia Crest 2013 Reserve Estate Grown Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest
US,86,26,California,Poseidon 2013 Estate Chardonnay (Los Carneros),Chardonnay,Poseidon
US,91,26,Oregon,St. Innocent 2015 Freedom Hill Vineyard Dijon Clone Chardonnay (Willamette Valley),Chardonnay,St. Innocent
US,92,26,Oregon,St. Innocent 2014 Freedom Hill Vineyard Dijon Clone Chardonnay (Willamette Valley),Chardonnay,St. Innocent
US,90,26,Washington,Columbia Crest 2015 Reserve Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest
US,87,26,Washington,French Creek 2012 Wente Clone Old Vine Chardonnay (Yakima Valley),Chardonnay,French Creek
US,87,26,California,De Tierra 2014 Vindegard Chardonnay (Monterey),Chardonnay,De Tierra
US,86,26,California,Murphy-Goode 2013 Minnesota Cuvée Chardonnay (Alexander Valley),Chardonnay,Murphy-Goode
US,86,26,California,Geyser Peak 2014 Water Bend Chardonnay (Sonoma County),Chardonnay,Geyser Peak
US,91,26,Washington,Savage Grace 2013 Celilo Vineyard Chardonnay (Columbia Gorge (WA)),Chardonnay,Savage Grace
US,86,26,California,Lawer 2015 Cannon Block Chardonnay (Knights Valley),Chardonnay,Lawer
US,87,26,California,Murphy-Goode 2013 Island Block Chardonnay (Alexander Valley),Chardonnay,Murphy-Goode
US,89,26,California,Killian 2012 Adam and Eve Vineyard Chardonnay (Russian River Valley),Chardonnay,Killian
US,90,26,California,Cuvaison 2015 Estate Grown Chardonnay (Carneros),Chardonnay,Cuvaison
US,87,26,California,Lawer 2014 Cannon Block Estate Grown Chardonnay (Knights Valley),Chardonnay,Lawer
US,91,26,California,Poseidon 2015 Estate Chardonnay (Carneros),Chardonnay,Poseidon
US,87,26,California,Lawer 2014 Cannon Block Estate Grown Chardonnay (Knights Valley),Chardonnay,Lawer
US,90,26,Washington,Columbia Crest 2013 Reserve Estate Grown Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest
US,87,26,Oregon,Anam Cara 2011 Nicholas Estate Chardonnay (Chehalem Mountains),Chardonnay,Anam Cara
US,92,26,Oregon,St. Innocent 2013 Freedom Hill Vineyard Dijon Clone Chardonnay (Willamette Valley),Chardonnay,St. Innocent
US,86,26,California,Murphy-Goode 2013 Minnesota Cuvée Chardonnay (Alexander Valley),Chardonnay,Murphy-Goode
US,90,26,California,Melville 2014 Estate Chardonnay (Sta. Rita Hills),Chardonnay,Melville
US,93,26,California,Ruby Hill Winery 2014 Reserve Collection Chardonnay (Livermore Valley),Chardonnay,Ruby Hill Winery
US,88,26,California,Hearst Ranch 2014 Glacier Ridge Chardonnay (Santa Lucia Highlands),Chardonnay,Hearst Ranch
US,93,26,California,Melville 2013 Estate Chardonnay (Sta. Rita Hills),Chardonnay,Melville
US,93,26,California,Kynsi 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Kynsi
US,90,26,Washington,Columbia Crest 2015 Reserve Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest
US,90,25,California,J. Lohr 2015 October Night Chardonnay (Arroyo Seco),Chardonnay,J. Lohr
US,89,25,Washington,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),Chardonnay,Stevens
US,87,25,Oregon,Plaisance Ranch 2014 Barrel Fermented Chardonnay (Applegate Valley),Chardonnay,Plaisance Ranch
US,87,25,Washington,Airfield Estates 2014 Reserve Chardonnay (Yakima Valley),Chardonnay,Airfield Estates
US,91,25,California,Santa Barbara Winery 2012 Reserve Chardonnay (Sta. Rita Hills),Chardonnay,Santa Barbara Winery
US,87,25,Washington,Vin du Lac 2012 Barrel Select Chardonnay (Columbia Valley (WA)),Chardonnay,Vin du Lac
US,87,25,California,Martin Ranch 2015 J.D. Hurley Griva Vineyard Chardonnay (Arroyo Seco),Chardonnay,Martin Ranch
US,91,25,Washington,Ashan 2016 Barrel Fermented Chardonnay (Columbia Valley (WA)),Chardonnay,Ashan
US,87,25,California,Rutherford Ranch 2015 Reserve Chardonnay (Carneros),Chardonnay,Rutherford Ranch
US,85,25,California,Krutz 2014 Magnolia Inspiration Vineyard Chardonnay (Russian River Valley),Chardonnay,Krutz
US,86,25,California,Hanna 2013 Estate Grown Chardonnay (Russian River Valley),Chardonnay,Hanna
US,86,25,Oregon,Spindrift Cellars 2013 OSU Woodhall III Chardonnay (Willamette Valley),Chardonnay,Spindrift Cellars
US,90,25,Washington,Chateau Ste. Michelle 2008 Ethos Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,90,25,California,Hahn 2015 SLH Estate Grown and Produced Chardonnay (Santa Lucia Highlands),Chardonnay,Hahn
US,89,25,California,Concannon 2012 Reserve Chardonnay (Livermore Valley),Chardonnay,Concannon
US,91,25,California,Tondré 2013 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Tondré
US,86,25,California,Foppiano 2012 Estate Bottled Chardonnay (Russian River Valley),Chardonnay,Foppiano
US,90,25,Washington,Hogue 2007 Reserve Chardonnay (Yakima Valley),Chardonnay,Hogue
US,91,25,Washington,Ashan 2014 Barrel Fermented Chardonnay (Columbia Valley (WA)),Chardonnay,Ashan
US,86,25,California,Tierra y Mar 2014 Chemin D'Or Cuvée Chardonnay (Russian River Valley),Chardonnay,Tierra y Mar
US,88,25,Washington,Canoe Ridge 2014 Reserve Chardonnay (Horse Heaven Hills),Chardonnay,Canoe Ridge
US,91,25,California,Scott Family 2014 Dijon Clone Chardonnay (Arroyo Seco),Chardonnay,Scott Family
US,90,25,California,Santa Barbara Winery 2013 Reserve Chardonnay (Sta. Rita Hills),Chardonnay,Santa Barbara Winery
US,87,25,California,Foppiano 2015 Estate Chardonnay (Russian River Valley),Chardonnay,Foppiano
US,89,25,California,Occasio 2013 Del Arroyo Vineyard Chardonnay (Livermore Valley),Chardonnay,Occasio
US,87,25,Washington,Ancestry 2014 Reunion Chardonnay (Columbia Valley (WA)),Chardonnay,Ancestry
US,89,25,Washington,Saviah 2013 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Saviah
US,83,25,Washington,Hogue 2008 Reserve Chardonnay (Yakima Valley),Chardonnay,Hogue
US,92,25,Washington,Sparkman 2009 Lumière Chardonnay (Columbia Valley (WA)),Chardonnay,Sparkman
US,91,25,California,Santa Barbara Winery 2014 Reserve Chardonnay (Sta. Rita Hills),Chardonnay,Santa Barbara Winery
US,92,25,California,Lynmar 2014 Laguna Ridge Chardonnay (Russian River Valley),Chardonnay,Lynmar
US,83,25,Washington,Westport Winery 2013 Shorebird Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Westport Winery
US,91,25,California,Scott Family 2014 Dijon Clone Chardonnay (Arroyo Seco),Chardonnay,Scott Family
US,92,25,California,Joyce 2014 River Road Chardonnay (Santa Lucia Highlands),Chardonnay,Joyce
US,88,25,California,Hahn 2012 SLH Estate Chardonnay (Santa Lucia Highlands),Chardonnay,Hahn
US,88,25,Washington,Maryhill 2015 Proprietor's Reserve Tudor Hills Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Maryhill
US,90,25,California,Scott Family 2015 Dijon Clone Chardonnay (Arroyo Seco),Chardonnay,Scott Family
US,92,25,Oregon,Ponzi 1999 Reserve Chardonnay (Willamette Valley),Chardonnay,Ponzi
US,87,25,Oregon,Daedalus Cellars 2006 Lia's Vineyard Chardonnay (Chehalem Mountains),Chardonnay,Daedalus Cellars
US,90,25,California,Friedeman 2014 Dichotomy Chardonnay (Russian River Valley),Chardonnay,Friedeman
US,92,25,California,J. Lohr 2014 October Night Chardonnay (Arroyo Seco),Chardonnay,J. Lohr
US,92,25,California,Lepe 2014 Unoaked Chardonnay (Arroyo Seco),Chardonnay,Lepe
US,92,25,Washington,Maison Bleue 2011 Au Contraire French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Maison Bleue
US,89,25,Washington,Saviah 2014 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Saviah
US,85,25,California,J. Lohr 2012 Highlands Bench Chardonnay (Santa Lucia Highlands),Chardonnay,J. Lohr
US,88,25,California,Thomas George 2014 Sons and Daughters Ranch Estate Chardonnay (Russian River Valley),Chardonnay,Thomas George
US,87,25,Oregon,Noble Estate 2014 Oak Select Chardonnay (Willamette Valley),Chardonnay,Noble Estate
US,92,25,California,Ruby Hill Winery 2013 Reserve Collection Chardonnay (Livermore Valley),Chardonnay,Ruby Hill Winery
US,91,25,Washington,Woodinville Wine Cellars 2012 Unoaked Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Woodinville Wine Cellars
US,92,25,Washington,Chateau Ste. Michelle 2009 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,87,25,Washington,14 Hands 2013 The Reserve Chardonnay (Horse Heaven Hills),Chardonnay,14 Hands
US,86,25,California,Gibbs 2013 Barrel Fermented Chardonnay (Napa Valley),Chardonnay,Gibbs
US,90,25,Washington,Chateau Ste. Michelle 2006 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,88,25,California,Stuhlmuller Vineyards 2013 Estate Chardonnay (Alexander Valley),Chardonnay,Stuhlmuller Vineyards
US,92,25,California,Rodney Strong 2015 Estate Vineyards Chardonnay (Sonoma Coast),Chardonnay,Rodney Strong
US,90,25,California,Scott Family 2015 Dijon Clone Chardonnay (Arroyo Seco),Chardonnay,Scott Family
US,92,25,California,J. Lohr 2014 Arroyo Vista Chardonnay (Arroyo Seco),Chardonnay,J. Lohr
US,91,25,Washington,Chateau Ste. Michelle 2012 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,93,25,Washington,Januik 2006 Elerding Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Januik
US,87,25,Oregon,Plaisance Ranch 2013 Barrel Fermented Chardonnay (Applegate Valley),Chardonnay,Plaisance Ranch
US,92,25,California,J. Lohr 2013 Arroyo Vista Chardonnay (Arroyo Seco),Chardonnay,J. Lohr
US,90,25,California,Hahn 2014 SLH Chardonnay (Santa Lucia Highlands),Chardonnay,Hahn
US,90,25,Washington,14 Hands 2014 The Reserve Chardonnay (Horse Heaven Hills),Chardonnay,14 Hands
US,90,25,California,Davis Bynum 2014 River West Vineyard Chardonnay (Russian River Valley),Chardonnay,Davis Bynum
US,88,25,California,Hoopla 2013 Yountville Chardonnay (Yountville),Chardonnay,Hoopla
US,88,25,Washington,Dunham 2015 Shirley Mays Lewis Estate Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Dunham
US,88,25,California,Cuvaison 2014 Estate Grown Chardonnay (Carneros),Chardonnay,Cuvaison
US,86,25,Oregon,Willamette Valley Vineyards 2011 Dijon Clone Chardonnay (Willamette Valley),Chardonnay,Willamette Valley Vineyards
US,88,25,California,Landmark 2014 Overlook Chardonnay (Sonoma County),Chardonnay,Landmark
US,91,25,California,La Chertosa 2013 Reserve Chardonnay (Sonoma Valley),Chardonnay,La Chertosa
US,90,25,California,Windstream 2013 Sarmento Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Windstream
US,82,25,California,River Road 2014 Mills Cuvée Chardonnay (Green Valley),Chardonnay,River Road
US,87,25,California,Inconceivable 2014 Queen of Tides Chardonnay (Santa Barbara County),Chardonnay,Inconceivable
US,86,25,California,Gloria Ferrer 2011 Estate Grown and Bottled Chardonnay (Carneros),Chardonnay,Gloria Ferrer
US,88,25,Washington,Columbia Crest 2007 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Columbia Crest
US,89,25,Oregon,WillaKenzie Estate 1999 Estelle Chardonnay (Willamette Valley),Chardonnay,WillaKenzie Estate
US,89,25,Oregon,Hamacher 1999 Cuvée Forets Diverses Chardonnay (Oregon),Chardonnay,Hamacher
US,85,25,Washington,Hogue 2014 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Hogue
US,89,25,Washington,Airfield Estates 2011 Reserve Chardonnay (Yakima Valley),Chardonnay,Airfield Estates
US,90,25,California,Chateau St. Jean 2013 Belle Terre Vineyard Chardonnay (Alexander Valley),Chardonnay,Chateau St. Jean
US,92,25,California,Windemere 2014 MacGregor Vineyard Chardonnay (Edna Valley),Chardonnay,Windemere
US,90,25,California,Lynmar 2013 Laguna Ridge Chardonnay (Sonoma County),Chardonnay,Lynmar
US,87,25,California,Martin Ranch 2013 J.D. Hurley Griva Vineyard Chardonnay (Arroyo Seco),Chardonnay,Martin Ranch
US,85,25,California,J. Lohr 2012 Highlands Bench Chardonnay (Santa Lucia Highlands),Chardonnay,J. Lohr
US,89,25,Washington,Dunham 2007 Lewis Estate Shirley Mays Chardonnay (Columbia Valley (WA)),Chardonnay,Dunham
US,82,25,Oregon,Deer Creek 2011 Private Reserve Chardonnay (Rogue Valley),Chardonnay,Deer Creek
US,90,25,Washington,Hogue 2007 Reserve Chardonnay (Yakima Valley),Chardonnay,Hogue
US,92,25,California,Hahn 2013 SLH Estate Grown & Produced Chardonnay (Santa Lucia Highlands),Chardonnay,Hahn
US,91,25,California,Tondré 2013 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Tondré
US,87,25,Oregon,Plaisance Ranch 2014 Barrel Fermented Chardonnay (Applegate Valley),Chardonnay,Plaisance Ranch
US,89,25,California,Sparrow Hawk 2013 Reserve Chardonnay (Napa Valley),Chardonnay,Sparrow Hawk
US,88,25,Washington,Baer 2016 Shard Unoaked Stillwater Creek Chardonnay (Columbia Valley (WA)),Chardonnay,Baer
US,86,25,Washington,Hogue 2009 Reserve Chardonnay (Yakima Valley),Chardonnay,Hogue
US,88,25,California,Scott Family 2013 Dijon Clone Chardonnay (Arroyo Seco),Chardonnay,Scott Family
